Nom du lieu;Adresse;Code postal;Ville;Latitude;Longitude;Type de parking;Source;Places;PMR;Transport public;Prix;Ouverture;Commentaire;Proprietaire;Lumière;Velo
Aire de covoiturage de La Saleine;La Croix de Romans ,, 26400 Crest;26400;Crest;44.740147;5.005335;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage de Meyrosse;3 Boulevard du Maréchal Leclerc;26150;Die;44.750611;5.372871;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Parking de la distillerie;8 Rue de la Distillerie;26220;Dieulefit;44.520508;5.070451;Parking;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage de Donzère;140 Chemin de Basta de Sidera, 26290 Donzère;26290;Donzère;44.440679;4.719077;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Parking de Beauvallon ;Route de Beauvallon l'Alouette;26800;Étoile-sur-Rhône;44.842472;4.892257;Parking;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage Ecanciere;85 Rue des trois Communes, 26730 Eymeux;26730;Eymeux;45.049237;5.161021;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Parking du péage de La Baume-d'Hostun;45 Rue des Coquelicots, 26730 La Baume-d'Hostun;26730;La Baume-d'Hostun;45.061723;5.211318;Gare_peage;26 CD26 Drôme;;;;;;;;;
Parking des Bambous;30 Parking des Bambous, 26160 La Bégude-de-Mazenc;26160;La Bégude-de-Mazenc;44.544163;4.937179;Parking;26 CD26 Drôme;;;;;;;;;
Parking de l'Office du Tourisme;Avenue des Grands Goulets, 26420 La Chapelle-en-Vercors;26420;La Chapelle-en-Vercors;44.967592;5.414932;Parking;26 CD26 Drôme;;;;;;;;;
Parking Visiteurs;1 Rue de la Basse Bourgade, 26700 La Garde-Adhémar;26700;La Garde-Adhémar;44.394180;4.754338;Parking;26 CD26 Drôme;;;;;;;;;
Parking de la Médiathèque;Place de la Madeleine;26250;Livron-sur-Drôme;44.771166;4.840612;Parking;26 CD26 Drôme;;;;;;;;;
Parking de l'Église;15 Impasse des Jardins d'Artemis, 26270 Loriol-sur-Drôme;26270;Loriol-sur-Drôme;44.756181;4.826583;Parking;26 CD26 Drôme;;;;;;;;;
Rond point des 7 chemins;D259, 26600 Beaumont-Monteux;26600;Mercurol;45.039668;4.887196;Parking;26 CD26 Drôme;;;;;;;;;
Parking de la gare;La Gare, 26400 Piégros-la-Clastre;26400;Piegros-la-Clastre;44.705949;5.088848;Parking;26 CD26 Drôme;;;;;;;;;
Parking de la route nationale 7;8575 Route Route Nationale 7, 26700 Pierrelatte;26700;Pierrelatte;44.332382;4.686989;Parking;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage du 45ème parrallèle;2 Avenue du 45 Ème Parallèle;26600;Pont-de-l'Isère;45.001727;4.872469;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage de la place de la libération;9 Rue Emile Zola, 26800 Portes-lès-Valence;26800;Portes-lès-Valence;44.873724;4.879165;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Parking du Café des Voyageurs;Recoubeau, 26310 Recoubeau-Jansac;26310;Recoubeau-Jansac;44.653070;5.413028;Parking;26 CD26 Drôme;;;;;;;;;
Parking de la Magnanerie;Le Collet, 26340 Saillans;26340;Saillans;44.693834;5.170991;Parking;26 CD26 Drôme;;;;;;;;;
Parking des écoles;10 Rue des Écoles, 26240 Saint-Barthélémy-de-Vals;26240;Saint-Barthélémy-de-Vals;45.168685;4.872855;Parking;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage Les Petits Goulets;165 Avenue du Vercors, 26190 Sainte-Eulalie-en-Royans;26190;Sainte-Eulalie-en-Royans;45.046861;5.342560;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage Léon Laurent;2 Rue Julie Chaumat, 26190 Saint-Nazaire-en-Royans;26190;Saint-Nazaire-en-Royans;45.059965;5.249207;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Parking du terrain de basket;80 Allée du Tilleul, 26190 Saint-Thomas-en-Royans;26190;Saint-Thomas-en-Royans;45.047311;5.295587;Parking;26 CD26 Drôme;;;;;;;;;
Parking de l'entrée du village;996 Les Jeaux, 26400 Suze;26400;Suze;44.759994;5.112891;Parking;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage du parc;Marché, 26600 Tain-l'Hermitage;26600;Tain-l'Hermitage;45.072193;4.833953;Aire_covoiturage;26 CD26 Drôme;;;;;;;;;
Aire de covoiturage du Roumois Nord;Péage sortie Bourg-Achard;27310;Bourg-Achard;49.36410452688552;0.8151611290522947;Aire_covoiturage;27 CD27 Eure sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Les Champs Chouette;Rond point Echangeur de Saint-Aubin-sur-Gaillon (RD316);27600;Saint-Aubin-Sur-Gaillon;49.139214872718966;1.3170905624651872;Aire_covoiturage;27 CD27 Eure sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Lenn Veur;180 Rue Jean Marie Carer, 29300 Baye;29005;Baye;47.85639795585904;-3.605252657328824;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerlez;1451 Z I N 2 des Pays Bas, 29510 Briec;29020;Briec;48.100508212544476;-4.029732128375614;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerjeanne;Kerjeanne, 29660 Carantec;29023;Carantec;48.65176241322202;-3.92349419336059;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage La Villeneuve;Parc d'Activités de la Villeneuve, Rue Général Jacques de la Bollardière, 29270 Carhaix-Plouguer;29024;Carhaix-Plouguer;48.27557053440576;-3.539572583998384;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Poul Ar Saf;27 Rue Poul ar Saf, 29150 Cast;29025;Cast;48.15031019243139;-4.145284709710828;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Le Pouillot;Kroas Hent, 29150 Chateaulin;29026;Châteaulin;48.21589432467465;-4.050687920839938;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kroas Lesneven;78 ZI de Kroaz Lesneven, 29520 Châteauneuf-du-Faou;29027;Châteauneuf-Du-Faou;48.20233432965976;-3.822061994526791;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Prat Ar C'Heff;2 Rue de Cornouaille, 29870 Coat-Méal;29035;Coat-Méal;48.50609264804027;-4.545870784044528;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ti Robin;D144, 29120 Combrit;29037;Combrit;47.908481550700984;-4.1917800410763615;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage La Boissière - Coat Conq;Rue de la Forge, 29900 Concarneau;29039;Concarneau;47.92190062364418;-3.901725832206037;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Mairie de Confort-Meilars;97 Rue Pen ar Bed, 29790 Confort-Meilars;29145;Confort-Meilars;48.0510033397598;-4.426988664302052;Building;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ster Goz;18 Rue de Quimper, 29370 Coray;29041;Coray;48.05859022905787;-3.8332725684293147;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Tal Ar Groas;1 Route de l'Aber, 29160 Crozon;29042;Crozon;48.24805281893871;-4.418959835303294;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Moulin des Salles;31 Route de Brest, 29460 Daoulas;29043;Daoulas;48.36654657693775;-4.257678044583438;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Le Carpont;5 Rue de Kerdidrun, 29850 Gouesnou;29061;Gouesnou;48.44688674749432;-4.461762586415792;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kermat;Route de Kermat, 29410 Guiclan;29068;Guiclan;48.52088518017806;-3.989414044049829;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ty Colo;29820, D67, Guilers;29069;Guilers;48.42847739958847;-4.598634806015678;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Froutven;105 Rue Pierre Jakez Helias, 29490 Guipavas;29075;Guipavas;48.417281295696256;-4.439668249647908;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Botcabeur;Route de Botcabeur, 29460 Hanvec;29078;Hanvec;48.33213614816275;-4.155742951955086;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Pont de La Corde;14 Rue Jacques Guéguen, 29670 Henvic;29079;Henvic;48.645318880510885;-3.947920847281045;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Menez Bras;D14, 29690 Plouyé;29081;Huelgoat;48.34839446622176;-3.7501060406911497;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Loch Ar Lann;D764, 29270 Kergloff;29089;Kergloff;48.28747390143306;-3.612962056254234;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Penn Ar Forest;penn ar forest;29095;Kersaint-Plabennec;48.456775499897724;-4.363309448617297;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Croaz An Herry;D764, 29690 La Feuillée;29054;La Feuillée;48.381695774017324;-3.845220408642162;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Jean Monnet;ZA de Prat Pip, 175 rue Jean Monnet, 29800 Saint-Divy;29103;Landerneau;48.44449452711441;-4.269187605192688;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerivoal;Zone de Kerioual, D69, 29400 Landivisiau;29105;Landivisiau;48.51538192170777;-4.051675765712288;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Quiella;Route de Rumengol, 29590 Le Faou;29053;Le Faou;48.29862009164603;-4.167873870598934;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Complexe Sportif Auguste Et Aimé Le Got;8 Route de Brest, 29260 Le Folgoët;29055;Le Folgoët;48.55992861812835;-4.338501859748647;Parking;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kergleuz;4 Rue Robert Schuman, 29480 Le Relecq-Kerhuon;29235;Le Relecq-Kerhuon;48.39871001780231;-4.407923978478124;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ty Blaise;103 Ty Blaise, 29190 Lennon;29123;Lennon;48.20781074807104;-3.902552406215882;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kéranc'Hoat;24 Rue de la Gare, 29470 Loperhet;29140;Loperhet;48.38286825333815;-4.307951836831575;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerampaou (Kercorey);Aire de covoiturage de Kerampaou, Burleo, 29140 Melgven;29146;Melgven;47.889132668702224;-3.800855591773564;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Pen Ar Guéar;340 Rue Messire Jean Kerebel, 29290 Milizac;29149;Milizac;48.46307683409497;-4.56206472807546;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Gare du Lac;58 Avenue de Waltenhofen, 29860 Plabennec;29160;Plabennec;48.498014461811344;-4.430842376772078;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Penhoat Salaun;ZAC de Penhoat Salaun, Pole Commercial Quai 29, 29170 Pleuven;29161;Pleuven;47.90150892903246;-4.02730733333019;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kérandoaré;17 Kerandoaré, 29710 Plogastel-Saint-Germain;29167;Plogastel-Saint-Germain;47.998695157843144;-4.271148516065618;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Croas Ar Rod;D32, 29260 Ploudaniel;29179;Ploudaniel;48.55942071344477;-4.309931516433695;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Keraudy;4 Rue de la Forge, 29217 Plougonvelin;29190;Plougonvelin;48.343918960543846;-4.720745247516446;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Gorréquéar;13 D26, 29830 Plouguin;29196;Plouguin;48.524944739658615;-4.602263501875475;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Place Jean Guillou;2 Rue Jean Guillou, 29780 Plouhinec;29197;Plouhinec;48.013630722756155;-4.484518330591618;Parking;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Lan Kerdilès;D64, 29610 Plouigneau;29199;Plouigneau;48.576404582907955;-3.715960141713317;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Sainte-Catherine;1 Le Pont Neuf, 22340 Treffrin;29205;Plounévézel;48.298899048618416;-3.5464838649550297;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ti Lipig;336 Kerbenhir, 29700 Pluguffan;29216;Pluguffan;47.954780799711635;-4.168375412545413;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Foennec Veur;Foennec Veur, 29100 Pouldergat;29224;Pouldergat;48.03872683877841;-4.32923362977366;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kernevez;279 Route de Douarnenez, 29000 Quimper;29232;Quimper;47.99975802452892;-4.147025891229766;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kervidanou;1 Pôle d'Act Kervidanou 3, 29300 Mellac;29233;Quimperlé;47.86830711981291;-3.5842414267378375;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerfleury;Petit Kérozec, 29300 Rédéné;29234;Rédené;47.84892195873313;-3.509306799538149;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Kerandréo;D4, 29340 Riec-sur-Bélon;29236;Riec-Sur-Belon;47.88658259753955;-3.700532479536559;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Coat Conval;D785, 29600 Sainte-Sève;29265;Sainte-Sève;48.552244599125125;-3.879252376960846;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Tevenn Ar Reut;8 Rue de Theven Ar Reut, 29830 Saint-Pabu;29257;Saint-Pabu;48.56719854462064;-4.611350471980337;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ti Raden;Ty Raden, 29590 Saint-Ségal;29263;Saint-Ségal;48.22492649593223;-4.076218395164329;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Saint-Thégonnec;D118, 29410 Saint-Thégonnec;29266;Saint-Thégonnec;48.52725679067089;-3.9402980159968792;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ar Golenn;40 Rue de Cornouaille, 29450 Sizun;29277;Sizun;48.39989710922836;-4.079011516510252;Aire_covoiturage;29 CD29 Finistère sur data.gouv.fr;;;;;;;;;
Parking de la Cèze;Chemin de la petite Cèze;30200;Bagnols sur cèze;44.168390;4.620404;Parking;30 CCGard Rhodanien;;;;;;;;;
Aire de covoiturage du Bazert;A645, 31210 Huos;31510;Seilhan;43.059758;0.592814;Aire_covoiturage;31 CD31 Gironde;33;;;;;;;;
Parking Au Petit Moulin;"parking avenue de l'Uby ""au petit moulin""";32150;Cazaubon;43.942709312300003;-0.052885630148000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Rue de Saboulis;Croisement chemin de ronde et rue de Saboulis;32430;Cologne;43.722805503300002;0.978524757267000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking ducomet;parking rue Ducomet;32100;Condom;43.958535683299999;0.374010073948000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Parc Beaulieu;19, avenue Gounon (parc Beaulieu);32800;Eauze;43.859936211700003;0.094809702412400;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Le Faubourg;"parking municipal ""le faubourg""";32700;Lectoure;43.934839050599997;0.630165179824000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking de La Gendarmerie;parking de la gendarmerie;32220;Lombez;43.474421713900000;0.915935161824000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Trilha;parking situ avenue Henry Trilha;32140;Masseube;43.429611109600003;0.580931444260000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Place du Foirail;place du Foirail;32120;Mauvezin;43.731533319699999;0.877792045691000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Aire de Repos Mélian;aire rue du Cubet;32170;Mielan;43.432789481800000;0.308796449955000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Grande Rue;croisement D953 et Grande rue;32340;Miradoux;43.999032761999999;0.757217358907000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Aire de covoiturage Etrigny;aire de pique-nique en face du garage Citro;32300;Mirande;43.515507800800002;0.409371294306000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking D137 / D943;croisement de la D137 et D943;32320;Montesquiou;43.577422313400000;0.333106298240000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Centre de Tri Postal;parking  ctt du centre de tri postal;32110;Nogaro;43.767825110399997;-0.031622844295300;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Place des Platanes;place des platanes;32400;Riscle;43.661278908900002;-0.083074741315400;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking Place des Halles;parking entre le pont de la Save et de la Sav;32130;Samatan;43.488358898000001;0.933814245638000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Place Centrale;route de Lombez;32450;Saramon;43.522540936799999;0.766852096643000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking de L'Ancienne Gendarmerie;D930/D571 face S l'ancienne gendarmerie;32310;Valence Sur Baise;43.873010140500000;0.387658958735000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Parking du Collège;place Zaccaharie Baquet (parking du collage);32190;Vic Fezensac;43.759481204099998;0.300569617026000;Aire_covoiturage;32 CD32 Gers;;;;;;;;;
Aire de covoiturage du Château D'Eau;D215;33510;Andernos-Les-Bains;44.744505;-1.094711;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Aire de covoiturage des Tennis;D208;33460;Arsac;44.994399;-0.694239;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;6;;;;;;;;
Aire de covoiturage Nelson Paillou;N89;33370;Artigues-Près-Bordeaux;44.867363;-0.495597;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;38;;;;;;;;
Aire de covoiturage du Thion;D1113;33640;Ayguemorte-Les-Graves;44.695050;-0.492548;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;37;;;;;;;;
Aire de covoiturage de  Baron Bariac;D936;33750;Baron;44.825416;-0.31351;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;20;;;;;;;;
Aire de covoiturage de  L'Église;D104E4;33480;Brach;45.04114;-0.937234;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Parking de La Piscine;D10;33410;Cadillac;44.635721;-0.32197;Parking;33 CD33 Gironde sur data.gouv.fr;27;;;;;;;;
Parking Centre Commercial La House;D1010;33610;Canéjan;44.751134;-0.641595;Parking;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Parking de La Route de Créon;D13;33550;Capian;44.712422;-0.33136;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Aire de covoiturage de La Presqu'Île;D212;33480;Castelnau-De-Médoc;45.02543;-0.795468;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Aire de covoiturage du Pont de Cotet;D22;33620;Cavignac;45.111965;-0.380107;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;24;;;;;;;;
Aire de Covoitrage de  Cantelande;D214;33610;Cestas;44.758128;-0.68727;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;8;;;;;;;;
Parking Carrefour Market Créon;D671;33670;Créon;44.772167;-0.336403;Parking;33 CD33 Gironde sur data.gouv.fr;22;;;;;;;;
Parking Allée du Limancet;Avenue de Saint-Médard;33320;Eysines;44.863626;-0.657745;Parking;33 CD33 Gironde sur data.gouv.fr;2;;;;;;;;
Aire de covoiturage Allée Perrault;A660/D650E3;33470;Gujan-Mestras;44.616305;-1.072173;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;45;;;;;;;;
Aire de covoiturage  du Maquis de Vignes-Oudides;D4;33990;Hourtin;45.18385;-1.060135;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;8;;;;;;;;
Aire de covoiturage de La Plaine des Sports;N250;33260;La Teste-De-Buch;44.618751;-1.124253;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;20;;;;;;;;
Aire de covoiturage de Blagon;D106;33138;Lanton;44.783615;-0.934031;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;15;;;;;;;;
Parking Lotissement Villeneuve;D107;33680;Le Porge;44.875404;-1.082982;Parking;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Parking Carrefour Market;D1;33320;Le Taillan-Médoc;44.912684;-0.668601;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Parking E. Leclerc;D651;33850;Léognan;44.748208;-0.590252;Parking;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Parking  Carrefour ;N230;33310;Lormont;44.865369;-0.517648;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Parking de La Caravelle;D1250;33380;Marcheprime;44.697823;-0.845121;Parking;33 CD33 Gironde sur data.gouv.fr;23;;;;;;;;
Parking Avenue du Maréchal de Lattre de Tassigny ;Avenue du Maréchal de Lattre de Tassigny ;33700;Mérignac;44.845726;-0.654843;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Aire de covoiturage de Mios/A63;D5;33380;Mios;44.664607;-0.82689;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;65;;;;;;;;
Parking Intermodal;D2;33290;Parempuyre;44.944481;-0.618775;Parking;33 CD33 Gironde sur data.gouv.fr;174;;;;;;;;
Parking Géant Casino Pessac;Avenue de la Tuileranne;33600;Pessac;44.785453;-0.637406;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Aire de covoiturage de  La Mairie;D669;33710;Prignac-Et-Marcamps;45.032122;-0.492049;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;10;;;;;;;;
Aire de covoiturage du Fassier;D132;33710;Pugnac;45.088421;-0.518776;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;22;;;;;;;;
Aire de covoiturage La Barotte;D670;33240;Saint-André-De-Cubzac;44.991556;-0.42829;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;30;;;;;;;;
Aire de covoiturage des Chapelles;D2089;33910;Saint-Denis-De-Pile;44.980261;-0.149319;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;18;;;;;;;;
Place du 8 Mai 1945;D1E8;33112;Saint-Laurent-Médoc;45.149476;-0.82203;Parking;33 CD33 Gironde sur data.gouv.fr;15;;;;;;;;
Parking Supermarché Spar;D10 Avenue de la Garonne;33440;Saint-Louis-De-Montferrand;44.954017;-0.533679;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Parking Feydit ;Route de Feydit;33160;Saint-Médard-En-Jalles;44.869826;-0.702976;Parking;33 CD33 Gironde sur data.gouv.fr;5;;;;;;;;
Aire de covoiturage  Leynier;D133E9;33240;Salignac;45.016394;-0.380155;Aire_covoiturage;33 CD33 Gironde sur data.gouv.fr;20;;;;;;;;
Aire de covoiturage Rond-Point du Capitaine Alfred Dreyfus;15 Route de Boujan, 34500 Béziers;34500;Béziers - Mercorent;43.367095;3.224205;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Gignac;D32, 34150 Gignac;34150;Gignac;43.646830;3.544436;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Hérépian;D909A, 34600 Hérépian;34600;Hérépian;43.587644;3.123042;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Montarnaud;D619;34570;Montarnaud;43.628512;3.692084;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Pezenas;Chemin de Castres, 34120 Pézenas;34120;Pezenas;43.477251;3.435665;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Poussan;D2E5;34560;Poussan;43.470889;3.681645;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Aire de covoiturage de Villeveyrac;44 Route de Poussan, 34560 Villeveyrac;34560;Villeveyrac;43.501732;3.614977;Aire_covoiturage;34 CD34 Hérault;;;;;;;;;
Parking covoiturage de Bain-De-Bretagne;Rue de la Seine;35470;Bain-De-Bretagne;47.8518850013991;-1.69132066569724;Parking;35 CD35 Ille-et-vilaine sur data.gouv.fr;18;0;;;;;;oui;
Parking Rue des Lilas;Rue des lilas;35500;Balaze;48.1669916672349;-1.18795299965348;Parking;35 CD35 Ille-et-vilaine sur data.gouv.fr;13;1;;;;;;oui;
Mairie de Becherel;Mairie;35190;Becherel;48.2971246672515;-1.94584833343808;Building;35 CD35 Ille-et-vilaine sur data.gouv.fr;20;1;;;;;;oui;
Aire de covoiturage La Haute Plesse;La Haute Plesse;35830;Betton;48.1799016676393;-1.62705866640235;Aire_covoiturage;35 CD35 Ille-et-vilaine sur data.gouv.fr;15;0;;;;;;non;
Aire de covoiturage Bréal-Sous-Montfort;Les 4 routes;35310;Breal-Sous-Montfort;48.0611670011634;-1.87775133286587;Aire_covoiturage;35 CD35 Ille-et-vilaine sur data.gouv.fr;40;0;;;;;;non;
Aire de Bruz;La Louvière;35170;Bruz;48.0264498530175;-1.76730751155161;Aire_covoiturage;35 CD35 Ille-et-vilaine sur data.gouv.fr;20;0;;;;;;non;
Aire de covoiturage de Vaux;Porte des Longchamps;35510;Cesson-Sevigne;48.14008633429;-1.62800533344487;Aire_covoiturage;35 CD35 Ille-et-vilaine sur data.gouv.fr;60;0;;;;;;non;
Aire de covoiturage de Chartres-De-Bretagne;Rond point pôle sud;35131;Chartres-De-Bretagne;48.0431333344516;-1.69539899946673;Aire_covoiturage;35 CD35 Ille-et-vilaine sur data.gouv.fr;20;0;;;;;;non;
Parking covoiturage du Vent D'Autan;Allée du vent d'Autan;35220;Chateaubourg;48.104452333887;-1.41106399925315;Parking;35 CD35 Ille-et-vilaine sur data.gouv.fr;70;0;;;;;;non;
